,census_code,label
23603,B24123_248E,Estimate!!Total:!!Occupational therapy assistants and aides
23604,B20005D_004E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!No earnings"
23605,B09010_002E,"Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:"
23606,B07008_018E,Estimate!!Total:!!Moved within same county:!!Widowed
23607,B07404HPR_003E,Estimate!!Total living in area 1 year ago:!!Moved within same municipio
23608,B24123_242E,Estimate!!Total:!!Miscellaneous health technologists and technicians
23609,B09010_009E,"Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:"
23610,B07008_017E,Estimate!!Total:!!Moved within same county:!!Separated
23611,B07008_016E,Estimate!!Total:!!Moved within same county:!!Divorced
23612,B09010_008E,"Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:"
23613,B24123_243E,Estimate!!Total:!!Other healthcare practitioners and technical occupations
23614,B07404HPR_004E,Estimate!!Total living in area 1 year ago:!!Moved to different municipio
23615,B09010_007E,"Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In nonfamily households"
23616,B20005D_008E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$5,000 to $7,499"
23617,B24123_244E,Estimate!!Total:!!Home health aides
23618,B07404HPR_005E,Estimate!!Total living in area 1 year ago:!!Moved to the United States
23619,B07008_019E,Estimate!!Total:!!Moved from different county within same state:
23620,B09010_006E,"Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In female householder, no spouse present, family"
23621,B20005D_009E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$7,500 to $9,999"
23622,B16010_053E,Estimate!!Total:!!Bachelor's degree or higher:!!Not in labor force:!!Speak other languages
23623,B24123_245E,Estimate!!Total:!!Personal care aides
23624,B06009_012E,Estimate!!Total:!!Born in state of residence:!!Graduate or professional degree
23625,B25112_001E,Estimate!!Aggregate gross rent (dollars):
23626,B26210_038E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Foreign born:!!Not a U.S. citizen:!!Male
23627,B08126_020E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Wholesale trade"
23628,B07008_013E,Estimate!!Total:!!Moved within same county:
23629,B25129_066E,"Estimate!!Total:!!Renter occupied:!!Moved in 1990 to 1999:!!Mobile home, boat, RV, van, etc."
23630,B26210_039E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Foreign born:!!Not a U.S. citizen:!!Female
23631,B25129_068E,"Estimate!!Total:!!Renter occupied:!!Moved in 1989 or earlier:!!1, detached  or attached"
23632,B06009_011E,Estimate!!Total:!!Born in state of residence:!!Bachelor's degree
23633,B25112_002E,Estimate!!Aggregate gross rent (dollars):!!Built 2014 or later
23634,B07008_012E,Estimate!!Total:!!Same house 1 year ago:!!Widowed
23635,B25129_067E,Estimate!!Total:!!Renter occupied:!!Moved in 1989 or earlier:
23636,B25129_069E,Estimate!!Total:!!Renter occupied:!!Moved in 1989 or earlier:!!2 to 4
23637,B06009_014E,Estimate!!Total:!!Born in other state in the United States:!!Less than high school graduate
23638,B08126_022E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Transportation and warehousing, and utilities"
23639,B07008_015E,"Estimate!!Total:!!Moved within same county:!!Now married, except separated"
23640,B07404HPR_001E,Estimate!!Total living in area 1 year ago:
23641,B06009_015E,Estimate!!Total:!!Born in other state in the United States:!!High school graduate (includes equivalency)
23642,B06009_013E,Estimate!!Total:!!Born in other state in the United States:
23643,B08126_021E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Retail trade"
23644,B07008_014E,Estimate!!Total:!!Moved within same county:!!Never married
23645,B07404HPR_002E,Estimate!!Total living in area 1 year ago:!!Same house
23646,B25112_005E,Estimate!!Aggregate gross rent (dollars):!!Built 1990 to 1999
23647,B09010_001E,Estimate!!Total:
23648,B08126_024E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Finance and insurance, and real estate and rental and leasing"
23649,B06009_017E,Estimate!!Total:!!Born in other state in the United States:!!Bachelor's degree
23650,B25112_006E,Estimate!!Aggregate gross rent (dollars):!!Built 1980 to 1989
23651,B08126_023E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Information"
23652,B06009_016E,Estimate!!Total:!!Born in other state in the United States:!!Some college or associate's degree
23653,B25112_003E,Estimate!!Aggregate gross rent (dollars):!!Built 2010 to 2013
23654,B07008_011E,Estimate!!Total:!!Same house 1 year ago:!!Separated
23655,B06009_019E,Estimate!!Total:!!Native; born outside the United States:
23656,B08126_026E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Educational services, and health care and social assistance"
23657,B25112_004E,Estimate!!Aggregate gross rent (dollars):!!Built 2000 to 2009
23658,B07008_010E,Estimate!!Total:!!Same house 1 year ago:!!Divorced
23659,B08126_025E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Professional, scientific, and management, and administrative and waste management services"
23660,B06009_018E,Estimate!!Total:!!Born in other state in the United States:!!Graduate or professional degree
23661,B26210_042E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Native:!!Male
23662,B24116_135E,Estimate!!Total:!!Marriage and family therapists
23663,B24122_412E,"Estimate!!Total:!!Plumbers, pipefitters, and steamfitters"
23664,B01001E_025E,Estimate!!Total:!!Female:!!30 to 34 years
23665,B12502_005E,Estimate!!Total:!!Male:!!Ever married:!!Widowed last year
23666,C15002C_006E,Estimate!!Total:!!Male:!!Bachelor's degree or higher
23667,B24116_134E,"Estimate!!Total:!!Educational, guidance, and career counselors and advisors"
23668,B25129_070E,Estimate!!Total:!!Renter occupied:!!Moved in 1989 or earlier:!!5 to 19
23669,B08126_028E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Other services (except public administration)"
23670,B24122_411E,Estimate!!Total:!!Pipelayers
23671,B26210_043E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Native:!!Female
23672,B24116_136E,Estimate!!Total:!!Mental health counselors
23673,B01001E_024E,Estimate!!Total:!!Female:!!25 to 29 years
23674,C15002C_005E,Estimate!!Total:!!Male:!!Some college or associate's degree
23675,B12502_006E,Estimate!!Total:!!Male:!!Ever married:!!Not widowed last year
23676,B25129_071E,Estimate!!Total:!!Renter occupied:!!Moved in 1989 or earlier:!!20 to 49
23677,B08126_027E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Arts, entertainment, and recreation, and accommodation and food services"
23678,B06009_030E,Estimate!!Total:!!Foreign born:!!Graduate or professional degree
23679,B25112_007E,Estimate!!Aggregate gross rent (dollars):!!Built 1970 to 1979
23680,B26210_044E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Foreign born:
23681,B19001E_010E,"Estimate!!Total:!!$45,000 to $49,999"
23682,B99182_001E,Estimate!!Total:
23683,B24122_410E,Estimate!!Total:!!Painters and paperhangers
23684,B12502_003E,Estimate!!Total:!!Male:!!Never married
23685,B24116_132E,Estimate!!Total:!!Occupational health and safety specialists and technicians
23686,C15002C_008E,Estimate!!Total:!!Female:!!Less than high school diploma
23687,B01001E_023E,Estimate!!Total:!!Female:!!20 to 24 years
23688,B25112_008E,Estimate!!Aggregate gross rent (dollars):!!Built 1960 to 1969
23689,B25129_072E,Estimate!!Total:!!Renter occupied:!!Moved in 1989 or earlier:!!50 or more
23690,B26210_045E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Foreign born:!!Male
23691,B19001E_011E,"Estimate!!Total:!!$50,000 to $59,999"
23692,B12502_004E,Estimate!!Total:!!Male:!!Ever married:
23693,B24116_133E,Estimate!!Total:!!Substance abuse and behavioral disorder counselors
23694,B01001E_022E,Estimate!!Total:!!Female:!!18 and 19 years
23695,C15002C_007E,Estimate!!Total:!!Female:
23696,B08126_029E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Public administration"
23697,B25112_009E,Estimate!!Aggregate gross rent (dollars):!!Built 1950 to 1959
23698,B25129_073E,"Estimate!!Total:!!Renter occupied:!!Moved in 1989 or earlier:!!Mobile home, boat, RV, van, etc."
23699,B26210_046E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Foreign born:!!Female
23700,B19001E_012E,"Estimate!!Total:!!$60,000 to $74,999"
23701,B12502_001E,Estimate!!Total:
23702,B24116_130E,Estimate!!Total:!!Social science research assistants
23703,B01001E_021E,Estimate!!Total:!!Female:!!15 to 17 years
23704,B26210_047E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Foreign born:!!Naturalized U.S. citizen:
23705,B19001E_013E,"Estimate!!Total:!!$75,000 to $99,999"
23706,C15002C_009E,Estimate!!Total:!!Female:!!High school graduate (includes equivalency)
23707,B12502_002E,Estimate!!Total:!!Male:
23708,B01001E_020E,Estimate!!Total:!!Female:!!10 to 14 years
23709,B24116_131E,"Estimate!!Total:!!Other life, physical, and social science technicians"
23710,B04005_079E,Estimate!!Total:!!Subsaharan African:!!Nigerian
23711,B26210_048E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Foreign born:!!Naturalized U.S. citizen:!!Male
23712,B19001E_014E,"Estimate!!Total:!!$100,000 to $124,999"
23713,B26210_049E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Foreign born:!!Naturalized U.S. citizen:!!Female
23714,B19001E_015E,"Estimate!!Total:!!$125,000 to $149,999"
23715,B04005_077E,Estimate!!Total:!!Subsaharan African:!!Kenyan
23716,B16010_040E,Estimate!!Total:!!Some college or associate's degree:!!Not in labor force:!!Speak other languages
23717,B20005D_021E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$50,000 to $54,999"
23718,B19001E_016E,"Estimate!!Total:!!$150,000 to $199,999"
23719,B24123_262E,"Estimate!!Total:!!First-line supervisors of protective service workers, all other"
23720,B04005_078E,Estimate!!Total:!!Subsaharan African:!!Liberian
23721,B20005D_022E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$55,000 to $64,999"
23722,B19001E_017E,"Estimate!!Total:!!$200,000 or more"
23723,B24123_263E,Estimate!!Total:!!Firefighters
23724,B04005_075E,Estimate!!Total:!!Subsaharan African:!!Ethiopian
23725,B24122_419E,"Estimate!!Total:!!Helpers, construction trades"
23726,B24123_264E,Estimate!!Total:!!Fire inspectors
23727,B04005_076E,Estimate!!Total:!!Subsaharan African:!!Ghanaian
23728,B20005D_020E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$45,000 to $49,999"
23729,B24122_418E,Estimate!!Total:!!Solar photovoltaic installers
23730,B24123_265E,Estimate!!Total:!!Bailiffs
23731,B24116_139E,"Estimate!!Total:!!Child, family, and school social workers"
23732,B20005D_025E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$100,000 or more"
23733,B04005_073E,Estimate!!Total:!!Subsaharan African:
23734,B24122_417E,Estimate!!Total:!!Structural iron and steel workers
23735,B01001E_029E,Estimate!!Total:!!Female:!!65 to 74 years
23736,B20005D_026E,Estimate!!Total:!!Male:!!Other:
23737,B04005_074E,Estimate!!Total:!!Subsaharan African:!!Cape Verdean
23738,B24122_416E,Estimate!!Total:!!Sheet metal workers
23739,B01001E_028E,Estimate!!Total:!!Female:!!55 to 64 years
23740,B24116_137E,Estimate!!Total:!!Rehabilitation counselors
23741,B20005D_023E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$65,000 to $74,999"
23742,B24122_414E,Estimate!!Total:!!Reinforcing iron and rebar workers
23743,B04005_071E,Estimate!!Total:!!Slovene
23744,B26210_040E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:
23745,B01001E_027E,Estimate!!Total:!!Female:!!45 to 54 years
23746,B24122_415E,Estimate!!Total:!!Roofers
23747,B24123_260E,Estimate!!Total:!!First-line supervisors of firefighting and prevention workers
23748,B24122_413E,Estimate!!Total:!!Plasterers and stucco masons
23749,B24116_138E,"Estimate!!Total:!!Counselors, all other"
23750,B20005D_024E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$75,000 to $99,999"
23751,B04005_072E,Estimate!!Total:!!Soviet Union
23752,B26210_041E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Native:
23753,B01001E_026E,Estimate!!Total:!!Female:!!35 to 44 years
23754,B24123_261E,Estimate!!Total:!!First-line supervisors of security workers
23755,B20005D_018E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$35,000 to $39,999"
23756,B07009PR_007E,Estimate!!Total:!!Same house 1 year ago:
23757,B24123_258E,Estimate!!Total:!!First-line supervisors of correctional officers
23758,B16010_048E,Estimate!!Total:!!Bachelor's degree or higher:!!Not in labor force:
23759,B04005_070E,Estimate!!Total:!!Slovak
23760,B07008_009E,"Estimate!!Total:!!Same house 1 year ago:!!Now married, except separated"
23761,B20005D_019E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$40,000 to $44,999"
23762,B07009PR_006E,Estimate!!Total:!!Graduate or professional degree
23763,B24124_090E,Estimate!!Total:!!Computer hardware engineers
23764,B16010_047E,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Speak other languages
23765,B24123_259E,Estimate!!Total:!!First-line supervisors of police and detectives
23766,B20005D_015E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$22,500 to $24,999"
23767,B16010_046E,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Speak Asian and Pacific Island languages
23768,B07009PR_009E,Estimate!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency)
23769,B20005D_016E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$25,000 to $29,999"
23770,B20005D_017E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$30,000 to $34,999"
23771,B16010_045E,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Speak other Indo-European languages
23772,B07009PR_008E,Estimate!!Total:!!Same house 1 year ago:!!Less than high school graduate
23773,B07008_006E,Estimate!!Total:!!Widowed
23774,B07008_005E,Estimate!!Total:!!Separated
23775,B24124_093E,"Estimate!!Total:!!Industrial engineers, including health and safety"
23776,B24123_254E,Estimate!!Total:!!Pharmacy aides
23777,B16010_044E,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Speak Spanish
23778,B25112_010E,Estimate!!Aggregate gross rent (dollars):!!Built 1940 to 1949
23779,B07008_004E,Estimate!!Total:!!Divorced
23780,B24124_094E,Estimate!!Total:!!Marine engineers and naval architects
23781,B16010_043E,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Speak only English
23782,B24123_255E,Estimate!!Total:!!Veterinary assistants and laboratory animal caretakers
23783,B07008_008E,Estimate!!Total:!!Same house 1 year ago:!!Never married
23784,B08126_030E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!Armed forces"
23785,B16010_042E,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:
23786,B24123_256E,Estimate!!Total:!!Phlebotomists
23787,B24124_091E,Estimate!!Total:!!Electrical and electronics engineers
23788,B07008_007E,Estimate!!Total:!!Same house 1 year ago:
23789,B16010_041E,Estimate!!Total:!!Bachelor's degree or higher:
23790,B24123_257E,Estimate!!Total:!!Other healthcare support workers
23791,B24124_092E,Estimate!!Total:!!Environmental engineers
23792,B06009_024E,Estimate!!Total:!!Native; born outside the United States:!!Graduate or professional degree
23793,B08126_032E,"Estimate!!Total:!!Car, truck, or van - carpooled:!!Agriculture, forestry, fishing and hunting, and mining"
23794,B24124_097E,"Estimate!!Total:!!Mining and geological engineers, including mining safety engineers"
23795,B07008_001E,Estimate!!Total:
23796,B06009_023E,Estimate!!Total:!!Native; born outside the United States:!!Bachelor's degree
23797,B08126_031E,"Estimate!!Total:!!Car, truck, or van - carpooled:"
23798,B24124_098E,Estimate!!Total:!!Nuclear engineers
23799,B25112_011E,Estimate!!Aggregate gross rent (dollars):!!Built 1939 or earlier
23800,B07008_003E,"Estimate!!Total:!!Now married, except separated"
23801,B08126_034E,"Estimate!!Total:!!Car, truck, or van - carpooled:!!Manufacturing"
23802,B24124_095E,Estimate!!Total:!!Materials engineers
23803,B06009_027E,Estimate!!Total:!!Foreign born:!!High school graduate (includes equivalency)
23804,B06009_025E,Estimate!!Total:!!Foreign born:
23805,B07008_002E,Estimate!!Total:!!Never married
23806,B08126_033E,"Estimate!!Total:!!Car, truck, or van - carpooled:!!Construction"
23807,B19113C_001E,Estimate!!Median family income in the past 12 months (in 2019 inflation-adjusted dollars)
23808,B24124_096E,Estimate!!Total:!!Mechanical engineers
23809,B06009_026E,Estimate!!Total:!!Foreign born:!!Less than high school graduate
23810,B07009PR_002E,Estimate!!Total:!!Less than high school graduate
23811,B99182_003E,Estimate!!Total:!!Not allocated
23812,B07009PR_003E,Estimate!!Total:!!High school graduate (includes equivalency)
23813,B12502_009E,Estimate!!Total:!!Female:!!Ever married:
23814,C15002C_002E,Estimate!!Total:!!Male:
23815,B08126_036E,"Estimate!!Total:!!Car, truck, or van - carpooled:!!Retail trade"
23816,B06009_029E,Estimate!!Total:!!Foreign born:!!Bachelor's degree
23817,B07009PR_001E,Estimate!!Total:
23818,B99182_002E,Estimate!!Total:!!Allocated
23819,C15002C_001E,Estimate!!Total:
23820,B08126_035E,"Estimate!!Total:!!Car, truck, or van - carpooled:!!Wholesale trade"
23821,B06009_028E,Estimate!!Total:!!Foreign born:!!Some college or associate's degree
23822,B24124_099E,Estimate!!Total:!!Petroleum engineers
23823,B12502_007E,Estimate!!Total:!!Female:
23824,B07009PR_005E,Estimate!!Total:!!Bachelor's degree
23825,C15002C_004E,Estimate!!Total:!!Male:!!High school graduate (includes equivalency)
23826,B08126_038E,"Estimate!!Total:!!Car, truck, or van - carpooled:!!Information"
23827,B16010_049E,Estimate!!Total:!!Bachelor's degree or higher:!!Not in labor force:!!Speak only English
23828,B12502_008E,Estimate!!Total:!!Female:!!Never married
23829,B07009PR_004E,Estimate!!Total:!!Some college or associate's degree
23830,C15002C_003E,Estimate!!Total:!!Male:!!Less than high school diploma
23831,B08126_037E,"Estimate!!Total:!!Car, truck, or van - carpooled:!!Transportation and warehousing, and utilities"
23832,B26210_054E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Native:
23833,B08303_012E,Estimate!!Total:!!60 to 89 minutes
23834,B26210_055E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Native:!!Male
23835,B08303_013E,Estimate!!Total:!!90 or more minutes
23836,B26210_056E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Native:!!Female
23837,B24124_079E,Estimate!!Total:!!Operations research analysts
23838,B07008_031E,Estimate!!Total:!!Moved from abroad:
23839,B26210_057E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Foreign born:
23840,B07008_030E,Estimate!!Total:!!Moved from different state:!!Widowed
23841,B26210_058E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Foreign born:!!Male
23842,B26210_059E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Foreign born:!!Female
23843,B20005D_030E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$2,500 to $4,999"
23844,NECTA,Geography
23845,B12502_010E,Estimate!!Total:!!Female:!!Ever married:!!Widowed last year
23846,B25129_040E,"Estimate!!Total:!!Renter occupied:!!Moved in 2015 or later:!!1, detached  or attached"
23847,B12502_011E,Estimate!!Total:!!Female:!!Ever married:!!Not widowed last year
23848,B25129_041E,Estimate!!Total:!!Renter occupied:!!Moved in 2015 or later:!!2 to 4
23849,B04005_089E,Estimate!!Total:!!Swedish
23850,B14007C_003E,"Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool"
23851,B20005D_033E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$10,000 to $12,499"
23852,B24116_107E,Estimate!!Total:!!Biological scientists
23853,B14007C_004E,Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten
23854,C24040_050E,"Estimate!!Total:!!Female:!!Educational services, and health care and social assistance:!!Health care and social assistance"
23855,B14007C_002E,Estimate!!Total:!!Enrolled in school:
23856,B20005D_034E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$12,500 to $14,999"
23857,B24116_108E,Estimate!!Total:!!Conservation scientists and foresters
23858,C24040_051E,"Estimate!!Total:!!Female:!!Arts, entertainment, and recreation, and accommodation and food services:"
23859,B04005_087E,Estimate!!Total:!!Subsaharan African:!!African
23860,B20005D_031E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$5,000 to $7,499"
23861,B24116_105E,Estimate!!Total:!!Surveying and mapping technicians
23862,B14007C_006E,Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 2
23863,B04005_088E,Estimate!!Total:!!Subsaharan African:!!Other Subsaharan African
23864,B20005D_032E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$7,500 to $9,999"
23865,B24116_106E,Estimate!!Total:!!Agricultural and food scientists
23866,B14007C_005E,Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1
23867,C24040_054E,"Estimate!!Total:!!Female:!!Other services, except public administration"
23868,B24116_103E,Estimate!!Total:!!Electrical and electronic engineering technologists and technicians
23869,B26210_050E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Foreign born:!!Not a U.S. citizen:
23870,B20005D_037E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$20,000 to $22,499"
23871,B04005_085E,Estimate!!Total:!!Subsaharan African:!!Ugandan
23872,B04005_086E,Estimate!!Total:!!Subsaharan African:!!Zimbabwean
23873,C24040_055E,Estimate!!Total:!!Female:!!Public administration
23874,B24116_104E,"Estimate!!Total:!!Other engineering technologists and technicians, except drafters"
23875,B26210_051E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Foreign born:!!Not a U.S. citizen:!!Male
23876,B20005D_038E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$22,500 to $24,999"
23877,B20005D_039E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$25,000 to $29,999"
23878,B14007C_001E,Estimate!!Total:
23879,B20005D_035E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$15,000 to $17,499"
23880,B04005_083E,Estimate!!Total:!!Subsaharan African:!!South African
23881,B26210_052E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Foreign born:!!Not a U.S. citizen:!!Female
23882,B24116_100E,"Estimate!!Total:!!Engineers, all other"
23883,B08303_010E,Estimate!!Total:!!40 to 44 minutes
23884,C24040_052E,"Estimate!!Total:!!Female:!!Arts, entertainment, and recreation, and accommodation and food services:!!Arts, entertainment, and recreation"
23885,C24040_053E,"Estimate!!Total:!!Female:!!Arts, entertainment, and recreation, and accommodation and food services:!!Accommodation and food services"
23886,B26210_053E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:
23887,B24116_102E,Estimate!!Total:!!Other drafters
23888,B20005D_036E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$17,500 to $19,999"
23889,B04005_084E,Estimate!!Total:!!Subsaharan African:!!Sudanese
23890,B24116_101E,Estimate!!Total:!!Architectural and civil drafters
23891,B08303_011E,Estimate!!Total:!!45 to 59 minutes
23892,B04005_081E,Estimate!!Total:!!Subsaharan African:!!Sierra Leonean
23893,B24123_222E,Estimate!!Total:!!Nurse practitioners
23894,B07009PR_019E,Estimate!!Total:!!Moved from different municipio:
23895,B16010_036E,Estimate!!Total:!!Some college or associate's degree:!!Not in labor force:!!Speak only English
23896,B04005_082E,Estimate!!Total:!!Subsaharan African:!!Somali
23897,B24123_223E,Estimate!!Total:!!Acupuncturists
23898,B07009PR_018E,Estimate!!Total:!!Moved within same municipio:!!Graduate or professional degree
23899,B16010_035E,Estimate!!Total:!!Some college or associate's degree:!!Not in labor force:
23900,B20005D_027E,Estimate!!Total:!!Male:!!Other:!!No earnings
23901,B20005D_028E,Estimate!!Total:!!Male:!!Other:!!With earnings:
23902,B16010_034E,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Speak other languages
23903,B24123_224E,"Estimate!!Total:!!Healthcare diagnosing or treating practitioners, all other"
23904,B04005_080E,Estimate!!Total:!!Subsaharan African:!!Senegalese
23905,B20005D_029E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$1 to $2,499 or loss"
23906,B16010_033E,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Speak Asian and Pacific Island languages
23907,B24123_225E,Estimate!!Total:!!Clinical laboratory technologists and technicians
23908,B16010_032E,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Speak other Indo-European languages
23909,B24124_081E,Estimate!!Total:!!Other mathematical science occupations
23910,B24124_082E,"Estimate!!Total:!!Architects, except landscape and naval"
23911,B16010_031E,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Speak Spanish
23912,B16010_030E,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Speak only English
23913,B24123_220E,Estimate!!Total:!!Nurse anesthetists
23914,B24123_221E,Estimate!!Total:!!Nurse midwives
23915,B24124_080E,Estimate!!Total:!!Statisticians
23916,B07009PR_010E,Estimate!!Total:!!Same house 1 year ago:!!Some college or associate's degree
23917,B24124_085E,Estimate!!Total:!!Aerospace engineers
23918,B25129_042E,Estimate!!Total:!!Renter occupied:!!Moved in 2015 or later:!!5 to 19
23919,B07008_036E,Estimate!!Total:!!Moved from abroad:!!Widowed
23920,B24124_086E,Estimate!!Total:!!Agricultural engineers
23921,B25129_043E,Estimate!!Total:!!Renter occupied:!!Moved in 2015 or later:!!20 to 49
23922,B07009PR_012E,Estimate!!Total:!!Same house 1 year ago:!!Graduate or professional degree
23923,B24124_083E,Estimate!!Total:!!Landscape architects
23924,B25129_044E,Estimate!!Total:!!Renter occupied:!!Moved in 2015 or later:!!50 or more
23925,B25129_046E,Estimate!!Total:!!Renter occupied:!!Moved in 2010 to 2014:
23926,B07009PR_011E,Estimate!!Total:!!Same house 1 year ago:!!Bachelor's degree
23927,B24124_084E,"Estimate!!Total:!!Surveyors, cartographers, and photogrammetrists"
23928,B25129_045E,"Estimate!!Total:!!Renter occupied:!!Moved in 2015 or later:!!Mobile home, boat, RV, van, etc."
23929,B24123_227E,Estimate!!Total:!!Cardiovascular technologists and technicians
23930,B25129_047E,"Estimate!!Total:!!Renter occupied:!!Moved in 2010 to 2014:!!1, detached  or attached"
23931,B07008_033E,"Estimate!!Total:!!Moved from abroad:!!Now married, except separated"
23932,B24124_089E,Estimate!!Total:!!Civil engineers
